ID,customer_id,country_id,tbl_loan_id,lender_id,loan_type,Total_Amount,Total_Amount_to_Repay,disbursement_date,due_date,duration,New_versus_Repeat,Amount_Funded_By_Lender,Lender_portion_Funded,Lender_portion_to_be_repaid,probability_default,prediction_default
ID_295141363833296540,295141,Ghana,363833,296540,Type_2,152674.68,194660.22,2022-05-16,2023-03-12,300,Repeat Loan,8336.04,0.0546,12916.28,0.893642862723187,1
ID_296324364302297182,296324,Ghana,364302,297182,Type_2,108584.16,167219.6,2022-08-25,2023-08-25,365,Repeat Loan,6587.44,0.0606666666666666,10146.59,0.8598189537424247,1
ID_295318364217296540,295318,Ghana,364217,296540,Type_2,66686.54,96028.61,2022-08-11,2023-04-08,240,Repeat Loan,7282.17,0.1092,10483.12,0.873891190763511,1
ID_272221300307267278,272221,Kenya,300307,267278,Type_6,16040.0,20712.0,2022-11-17,2022-11-24,7,Repeat Loan,2566.0,0.159975062344139,3313.0,0.8977987592820986,1
ID_296541363250296540,296541,Ghana,363250,296540,Type_2,54426.33,69121.44,2022-01-27,2022-07-26,180,Repeat Loan,9905.59,0.182,12572.48,0.8366913513443475,1
ID_297786364537296540,297786,Ghana,364537,296540,Type_2,69805.89,75634.69,2022-09-30,2023-03-29,180,Repeat Loan,1850.67,0.0265116666666666,2408.3,0.7519547965942,1
ID_295561363231245684,295561,Ghana,363231,245684,Type_2,272719.82,422715.72,2022-01-25,2022-11-21,300,Repeat Loan,9927.0,0.0364,15381.4,0.8959357101423447,1
ID_296801363595245684,296801,Ghana,363595,245684,Type_2,76970.24,104679.53,2022-04-06,2022-12-02,240,Repeat Loan,6892.84,0.0895519999999999,9374.98,0.874836115208298,1
ID_296422363037245684,296422,Ghana,363037,245684,Type_2,91803.13,104196.56,2021-12-06,2022-06-04,180,Repeat Loan,10024.9,0.1092,12723.91,0.873899929163754,1
ID_266760250524267278,266760,Kenya,250524,267278,Type_1,3359.0,4247.0,2022-09-02,2022-09-09,7,Repeat Loan,1007.7,0.3,1274.0,0.9044989491381812,1
ID_295864364358297182,295864,Ghana,364358,297182,Type_2,72601.91,92567.43,2022-09-06,2023-03-05,180,Repeat Loan,6606.77,0.091,8784.83,0.8732451771898674,1
ID_295914365260297182,295914,Ghana,365260,297182,Type_2,100884.58,128123.42,2023-01-23,2023-08-21,210,Repeat Loan,20176.92,0.2,26532.65,0.6360006052146739,1
ID_296417363937296540,296417,Ghana,363937,296540,Type_2,74420.6,103072.53,2022-06-08,2023-01-04,210,Repeat Loan,8126.73,0.1092,11252.4,0.8601812337277064,1
ID_296854364300245684,296854,Ghana,364300,245684,Type_2,81671.51,108623.11,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0808888888888888,8784.22,0.9066473681452796,1
ID_296508363276296540,296508,Ghana,363276,296540,Type_2,108486.75,167069.59,2022-02-02,2023-02-02,365,Repeat Loan,28929.8,0.266666666666666,44551.89,0.8520446409596967,1
ID_296567363286296540,296567,Ghana,363286,296540,Type_2,178217.47,274454.9,2022-02-04,2023-02-04,365,Repeat Loan,9730.67,0.0546,14988.09,0.8580035649381246,1
ID_296626363373245684,296626,Ghana,363373,245684,Type_2,102084.32,111271.9,2022-02-24,2022-08-23,180,Repeat Loan,4069.93,0.0398683333333333,5172.27,0.8056221720981149,1
ID_262785368886251804,262785,Kenya,368886,251804,Type_7,4657.0,5087.0,2024-08-14,2024-08-21,7,Repeat Loan,931.0,0.199914107794717,1017.0,0.8825822613475164,1
ID_258883132668245684,258883,Kenya,132668,245684,Type_14,10000.0,11111.0,2022-03-28,2022-04-27,30,New Loan,10000.0,1.0,11111.0,0.918819331671072,1
ID_226958118644245684,226958,Kenya,118644,245684,Type_14,5000.0,5571.0,2022-02-23,2022-03-25,30,New Loan,5000.0,1.0,5571.0,0.918956756178904,1
ID_254366131277251804,254366,Kenya,131277,251804,Type_5,13300.0,14932.0,2022-03-22,2022-04-05,14,Repeat Loan,2208.0,0.166015037593984,2479.0,0.9150827913577904,1
ID_251308280473267278,251308,Kenya,280473,267278,Type_1,6180.0,8641.0,2022-10-12,2022-10-19,7,Repeat Loan,326.02,0.0527540453074433,456.0,0.9147559874129106,1
ID_259071243336267278,259071,Kenya,243336,267278,Type_1,4350.0,4906.0,2022-08-24,2022-08-31,7,Repeat Loan,938.92,0.215843678160919,1059.0,0.7874217579812365,1
ID_298541365361297182,298541,Ghana,365361,297182,Type_2,59370.02,77181.03,2023-02-20,2023-08-19,180,Repeat Loan,15832.01,0.266666666666666,20581.61,0.8673983174957598,1
ID_241183114882251804,241183,Kenya,114882,251804,Type_4,200000.0,220317.0,2022-02-04,2022-05-07,92,Repeat Loan,40000.0,0.2,46063.0,0.6901156013919001,1
ID_298083364893297182,298083,Ghana,364893,297182,Type_2,50557.02,58983.18,2022-11-16,2023-05-15,180,Repeat Loan,13481.87,0.266666666666666,17526.43,0.8534405689539394,1
ID_296413363003245684,296413,Ghana,363003,245684,Type_2,110129.69,139864.71,2021-11-30,2022-05-29,180,New Loan,29367.92,0.266666666666666,37297.26,0.2623360507912007,0
ID_296740364261297182,296740,Ghana,364261,297182,Type_2,92102.62,122496.48,2022-08-19,2023-02-15,180,Repeat Loan,6705.07,0.0728,8915.53,0.8776426427848135,1
ID_309021368747251804,309021,Kenya,368747,251804,Type_7,4865.0,5286.0,2024-08-10,2024-08-17,7,Repeat Loan,973.0,0.2,1057.0,0.8655407833931561,1
ID_295606363302296540,295606,Ghana,363302,296540,Type_2,142396.63,220714.77,2022-02-09,2022-12-06,300,Repeat Loan,9718.57,0.06825,15058.44,0.8984029473112256,1
ID_295995365355296540,295995,Ghana,365355,296540,Type_2,50966.01,67937.69,2023-02-14,2023-09-12,210,Repeat Loan,1038.48,0.020376,1386.28,0.863627193290511,1
ID_295711363489296540,295711,Ghana,363489,296540,Type_2,31574.98,37258.47,2022-03-18,2022-09-14,180,Repeat Loan,6284.05,0.19902,7988.47,0.7133876468115912,1
ID_297911364657296540,297911,Ghana,364657,296540,Type_2,33233.02,43202.93,2022-10-14,2023-04-12,180,Repeat Loan,6646.6,0.2,8640.59,0.8943576584431877,1
ID_249075249704267278,249075,Kenya,249704,267278,Type_1,28075.0,31901.0,2022-09-01,2022-09-08,7,Repeat Loan,8422.5,0.3,9570.0,0.5016311858198969,1
ID_259615273787267278,259615,Kenya,273787,267278,Type_1,1571.0,2189.0,2022-10-03,2022-10-10,7,Repeat Loan,471.3,0.3,657.0,0.9172878961814112,1
ID_308507370281267278,308507,Kenya,370281,267278,Type_7,5000.0,5449.0,2024-09-03,2024-09-10,7,Repeat Loan,1000.0,0.2,1090.0,0.8774288209953355,1
ID_270060306075267278,270060,Kenya,306075,267278,Type_6,5707.0,7717.0,2022-12-09,2022-12-16,7,Repeat Loan,913.0,0.159978973190818,1235.0,0.9197544164728096,1
ID_262992306155251804,262992,Kenya,306155,251804,Type_6,3960.0,5359.0,2022-12-17,2022-12-24,7,Repeat Loan,633.0,0.159848484848484,857.0,0.8674979135723594,1
ID_296522363241296540,296522,Ghana,363241,296540,Type_2,72872.59,99106.72,2022-01-26,2022-09-23,240,Repeat Loan,9947.11,0.1365,13536.08,0.8463657465919721,1
ID_295714364905296540,295714,Ghana,364905,296540,Type_2,67485.27,97178.79,2022-11-17,2023-07-15,240,Repeat Loan,1265.1,0.01874625,1822.1,0.866885305179907,1
ID_296255363841296540,296255,Ghana,363841,296540,Type_2,150586.73,198021.55,2022-05-19,2023-03-15,300,Repeat Loan,8222.04,0.0546,11926.47,0.896681007965101,1
ID_263641280935267278,263641,Kenya,280935,267278,Type_1,8166.0,11598.0,2022-10-13,2022-10-20,7,Repeat Loan,2449.8,0.3,3479.0,0.9197547537629766,1
ID_297911364657297182,297911,Ghana,364657,297182,Type_2,33233.02,43202.93,2022-10-14,2023-04-12,180,Repeat Loan,6646.6,0.2,8640.59,0.8943576584431877,1
ID_258800273933267278,258800,Kenya,273933,267278,Type_1,1119.0,1765.0,2022-10-04,2022-10-11,7,Repeat Loan,335.7,0.3,530.0,0.919754579286816,1
ID_296626363373296540,296626,Ghana,363373,296540,Type_2,102084.32,111271.9,2022-02-24,2022-08-23,180,Repeat Loan,9289.67,0.091,11790.74,0.8104967865090342,1
ID_242235305658267278,242235,Kenya,305658,267278,Type_1,7798.0,8998.0,2022-11-28,2022-12-05,7,Repeat Loan,2339.4,0.3,2699.0,0.813791165374422,1
ID_295714364905297182,295714,Ghana,364905,297182,Type_2,67485.27,97178.79,2022-11-17,2023-07-15,240,Repeat Loan,10797.64,0.16,15546.92,0.8232191133245308,1
ID_266792239629267278,266792,Kenya,239629,267278,Type_1,1775.0,2761.0,2022-08-19,2022-08-26,7,Repeat Loan,532.5,0.3,828.0,0.919754742083761,1
ID_270912265085267278,270912,Kenya,265085,267278,Type_1,819.0,1386.0,2022-09-22,2022-09-29,7,Repeat Loan,60.0,0.0732600732600732,102.0,0.917287153333924,1
ID_295730364819297182,295730,Ghana,364819,297182,Type_2,22155.5,29466.82,2022-11-04,2023-05-03,180,Repeat Loan,3544.88,0.16,4714.69,0.7541876645907909,1
ID_306399368214251804,306399,Kenya,368214,251804,Type_7,3728.0,4128.0,2024-07-27,2024-08-03,7,Repeat Loan,745.0,0.199839055793991,825.0,0.9034102045265722,1
ID_296661364452296540,296661,Ghana,364452,296540,Type_2,47778.53,63545.44,2022-09-19,2023-03-18,180,Repeat Loan,6521.77,0.1365,8671.8,0.894624933290165,1
ID_295609363001245684,295609,Ghana,363001,245684,Type_2,184093.76,200662.2,2021-12-03,2022-12-03,365,Repeat Loan,49079.4,0.2666,75588.9,0.7941761556408178,1
